restaurant,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
00000314C,314C,Topo Gigio,Chicago,Cab Good Decor Dining Outdoors Excellent Food Italian $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000315C,315C,Bohemian Crystal,Chicago,Czech Good Decor Excellent Food Game Long Drive below $15 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Brunch 
00000316C,316C,Zasu,Chicago,Good Decor Eclectic Good Food $15-$30 Excellent Service Short Drive Wheelchair Access 
00000317C,317C,TOPOLOBAMPO,Chicago,Cab Extraordinary Decor Near-perfect Food Mexican $30-$50 Private Parties Private Rooms Available Extraordinary Service Very Busy - Reservations a Must 
00000318C,318C,Nookies,Chicago,American (Traditional) Coffee Shops Fair Decor Diners Good Food For the Young and Young at Heart Good for Younger Kids No Reservations Open for Breakfast below $15 Good Service Short Drive Weekend Brunch 
00000319C,319C,Winklestein's,Chicago,Cab Catering for Special Events Fair Decor Deli Excellent Food Jewish Open for Breakfast below $15 Good Service Weekend Brunch 
00000320C,320C,Rose Angelis,Chicago,Excellent Decor Excellent Food Italian No Reservations $15-$30 Romantic Excellent Service Short Drive Weekend Brunch 
00000321C,321C,Bridges,Chicago,Cab Good Decor Good Food $15-$30 Good Service Seafood 
00000322C,322C,Momotaro,Chicago,Excellent Decor Excellent Food Japanese Long Drive $15-$30 Excellent Service 
00000323C,323C,That Steak Joynt,Chicago,Cab Good Decor Dancing Entertainment Good Food $15-$30 Parking/Valet People Keep Coming Back Private Parties Private Rooms Available Good Service Steakhouses Very Busy - Reservations a Must Weekend Brunch 
00000324C,324C,Su Casa,Chicago,Business Scene Cab Good Decor Dancing Entertainment Good Food Margaritas Mexican $15-$30 Parking/Valet Good Service 
00000325C,325C,Cafe Maxx,Chicago,American (New) Excellent Decor Excellent Food Long Drive $15-$30 Good Service 
00000326C,326C,My Place For ?,Chicago,Good Decor Excellent Food Greek $15-$30 Excellent Service Seafood Short Drive Weekend Brunch 
00000327C,327C,Ristorante Chianti,Chicago,Excellent Decor Excellent Food Italian Long Drive $15-$30 Excellent Service Weekend Brunch 
00000328C,328C,Beirut,Chicago,Good Decor Dancing Entertainment Good Food Lebanese $15-$30 Relaxed Senior Scene Good Service Short Drive 
00000329C,329C,Trattoria Gianni,Chicago,Cab Good Decor Dining Outdoors Excellent Food Italian $15-$30 Parking/Valet Excellent Service Very Busy - Reservations a Must Weekend Brunch 
00000330C,330C,Julio's Latin Cafe,Chicago,Excellent Decor Extraordinary Food Little Known But Well Liked Long Drive $15-$30 Parking/Valet Excellent Service South American 
00000331C,331C,Colorado Steakhouse,Chicago,Good Decor Good Food Good for Younger Kids Long Drive $15-$30 Parking/Valet Good Service Steakhouses Weekend Brunch 
00000332C,332C,Harry Caray's,Chicago,American (Traditional) Business Scene Cab Excellent Decor Excellent Food Hip Place To Be Italian $15-$30 Parking/Valet Power Brokers Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000333C,333C,Athenian Room,Chicago,Cab Fair Decor Delivery Available Excellent Food Fine for Dining Alone Good for Younger Kids Greek No Reservations below $15 Excellent Service Takeout Available Weekend Brunch 
00000334C,334C,Leona's Original Pizza,Chicago,After Hours Dining Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian Late Night Menu below $15 Parking/Valet Pizza Private Parties Private Rooms Available Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000335C,335C,Don's Fishmarket & Tavern,Chicago,Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Excellent Service Seafood Weekend Brunch 
00000336C,336C,Big Bowl Cafe,Chicago,Cab Good Decor Delivery Available Eclectic Excellent Food No Reservations below $15 Parking/Valet Excellent Service Takeout Available Weekend Brunch 
00000337C,337C,Da Luigino,Chicago,Excellent Decor Extraordinary Food Italian Little Known But Well Liked Long Drive $15-$30 Quiet for Conversation Relaxed Senior Scene Romantic Excellent Service Weekend Brunch 
00000338C,338C,Viceroy of India,Chicago,Good Decor Excellent Food Indian $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000339C,339C,Brett's,Chicago,American (New) Creative Good Decor Excellent Food $15-$30 Prix Fixe Menus Excellent Service Short Drive Weekend Brunch 
00000340C,340C,Bacchus Nibbles,Chicago,After Hours Dining Continental Good Decor Good Food French Bistro Late Night Menu Long Drive No Reservations $15-$30 Parking/Valet Relaxed Senior Scene Good Service Weekend Brunch 
00000341C,341C,Las Palmas,Chicago,Good Decor Good Food For the Young and Young at Heart Good for Younger Kids Mexican below $15 Excellent Service Short Drive 
00000342C,342C,Basta Pasta,Chicago,Creative Excellent Decor Excellent Food Italian No Reservations $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000343C,343C,Ina's Kitchen,Chicago,American (New) Excellent Decor Dining Outdoors Excellent Food Focus on Dessert Fountain and Ice Cream Hip Place To Be No Reservations Open for Breakfast below $15 Private Parties Private Rooms Available Excellent Service Short Drive 
00000344C,344C,Butcher Shop Steakhouse,Chicago,Business Scene Cab Good Decor Excellent Food Good Out of Town Business $15-$30 Parking/Valet Excellent Service Steakhouses Weekend Brunch 
00000345C,345C,Genesee Depot,Chicago,American (Traditional) Carry in Wine and Beer Excellent Decor Extraordinary Food Long Drive $15-$30 Quiet for Conversation Excellent Service Weekend Brunch 
00000346C,346C,Ron of Japan,Chicago,Cab Excellent Decor Excellent Food Japanese $15-$30 Parking/Valet Excellent Service 
00000347C,347C,Park Avenue Cafe,Chicago,American (New) Business Scene Cab Classic Hotel Dining Good Decor Good Food Good Out of Town Business $15-$30 Parking/Valet Good Service 
00000348C,348C,Zealous,Chicago,American (New) An Out Of The Way Find Excellent Decor Extraordinary Food Long Drive $30-$50 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service Up and Coming 
00000349C,349C,Carmine's Clamhouse,Chicago,Business Scene Cab Excellent Decor Excellent Food Good Out of Town Business Italian $30-$50 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Up and Coming Very Busy - Reservations a Must Weekend Brunch 
00000350C,350C,Chano Chano,Chicago,Authentic Good Decor Excellent Food Long Drive Mexican below $15 Excellent Service Weekend Brunch 
00000351C,351C,Bagel,Chicago,Catering for Special Events Good Decor Deli Excellent Food Jewish Open for Breakfast below $15 Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000352C,352C,Szechwan North,Chicago,Buffet Dining Chinese Good Decor Good Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service 
00000353C,353C,EMILIO'S TAPAS BAR & RESTAURANT,Chicago,An Out Of The Way Find Extraordinary Decor Extraordinary Food Hip Place To Be $15-$30 Parking/Valet Extraordinary Service Spanish Tapas Up and Coming Very Busy - Reservations a Must Weekend Brunch 
00000354C,354C,California Pizza Kitchen,Chicago,Cab Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids below $15 Parking/Valet Pizza Excellent Service Weekend Brunch 
00000355C,355C,Jim & Johnny's,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000356C,356C,Cafe Pyrenees,Chicago,An Out Of The Way Find Creative Excellent Decor Extraordinary Food French Long Drive Need To Dress $15-$30 Parking/Valet Prix Fixe Menus Quiet for Conversation Extraordinary Service 
00000357C,357C,Fond de la Tour,Chicago,An Out Of The Way Find Continental Extraordinary Decor Extraordinary Food French Good Out of Town Business Long Drive Need To Dress $30-$50 Quiet for Conversation Romantic Extraordinary Service 
00000358C,358C,Furama,Chicago,Chinese Fair Decor Good Food below $15 Good Service Short Drive Traditional 
00000359C,359C,Dave's Italian Kitchen,Chicago,Carry in Wine and Beer Fair Decor Excellent Food Italian Long Drive No Reservations below $15 Excellent Service Weekend Brunch Wheelchair Access 
00000360C,360C,Cafe Gordon,Chicago,American (New) Business Scene Cab Classic Hotel Dining Good Decor Good Food Good Out of Town Business No Reservations $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Up and Coming Weekend Brunch 
00000361C,361C,94th Aero Squadron,Chicago,American (Traditional) Buffet Dining Extraordinary Decor Good Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Relaxed Senior Scene Romantic Excellent Service Weekend Brunch 
00000362C,362C,Cucina Bella,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Relaxed Senior Scene Excellent Service Weekend Brunch 
00000363C,363C,Aegean Isles,Chicago,Good Decor Good Food Greek Long Drive $15-$30 Good Service Traditional Weekend Brunch 
00000364C,364C,Sole Mio,Chicago,Excellent Decor Extraordinary Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Short Drive Very Busy - Reservations a Must Weekend Brunch 
00000365C,365C,Healthy Food,Chicago,Carry in Wine and Beer Fair Decor Delivery Available Good Food Lithuanian below $15 Relaxed Senior Scene Good Service Short Drive Takeout Available Weekend Brunch 
00000366C,366C,Bite,Chicago,Good Decor Eclectic Good Food $15-$30 Good Service Short Drive Up and Coming 
00000367C,367C,Brasserie T,Chicago,Good Decor Eclectic Good Food Long Drive $15-$30 Good Service Up and Coming 
00000368C,368C,Emilio's Granada,Chicago,An Out Of The Way Find Extraordinary Decor Extraordinary Food Long Drive $15-$30 Private Parties Private Rooms Available Extraordinary Service Spanish Tapas Up and Coming Weekend Brunch 
00000369C,369C,foodlife,Chicago,Cab Excellent Decor Delivery Available Eclectic Excellent Food For the Young and Young at Heart Good for Younger Kids Hip Place To Be No Reservations below $15 Relaxed Senior Scene Good Service Takeout Available Weekend Brunch Wheelchair Access 
00000370C,370C,CHARLIE TROTTER'S,Chicago,American (New) Creative Extraordinary Decor Near-perfect Food Fabulous Wine Lists Game Good Out of Town Business Health Conscious Menus Hip Place To Be Need To Dress No Smoking Allowed over $50 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Romantic Near-perfect Service Short Drive Very Busy - Reservations a Must 
00000371C,371C,Bossa Nova,Chicago,After Hours Dining Extraordinary Decor Dancing Entertainment Excellent Food Great for People Watching Hip Place To Be Late Night Menu $15-$30 Excellent Service Short Drive Tapas Weekend Brunch 
00000372C,372C,Bistro in Highwood,Chicago,An Out Of The Way Find Good Decor Eclectic Good Food Long Drive $15-$30 Good Service Up and Coming 
00000373C,373C,Nick & Tony's,Chicago,Business Scene Cab Good Decor Dining Outdoors Good Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Up and Coming Weekend Brunch 
00000374C,374C,Geppetto's,Chicago,Good Decor Good Food Italian Long Drive No Reservations $15-$30 Pizza Good Service Weekend Brunch Wheelchair Access 
00000375C,375C,Erwin,Chicago,American (New) Excellent Decor Extraordinary Food $15-$30 Parking/Valet Prix Fixe Menus Excellent Service Short Drive Up and Coming Weekend Brunch 
00000376C,376C,Mrs. Levy's Delicatessen,Chicago,American (Traditional) Cab Good Decor Deli Good Food Jewish Open for Breakfast below $15 Relaxed Senior Scene Good Service 
00000377C,377C,Cottage,Chicago,American (New) An Out Of The Way Find Extraordinary Decor Extraordinary Food French (New) Game Long Drive Need To Dress $30-$50 Parking/Valet Extraordinary Service Walk Weekend Brunch 
00000378C,378C,Stanley's Kitchen & Tap,Chicago,American (Traditional) Good Decor Good Food For the Young and Young at Heart Good for Younger Kids below $15 Parking/Valet Place for Singles Pub Feel Good Service See the Game Short Drive Singles Scene Traditional Weekend Brunch 
00000379C,379C,Yvette,Chicago,Cab Excellent Decor Dancing Dining Outdoors Entertainment Excellent Food French Bistro Great Place to Meet for a Drink Great for People Watching $15-$30 Place for Singles Private Parties Private Rooms Available Romantic Excellent Service Weekend Brunch 
00000380C,380C,Gino's East,Chicago,Cab Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian No Reservations below $15 Parking/Valet Pizza Good Service Weekend Brunch Wheelchair Access 
00000381C,381C,Gin Go Gae,Chicago,Fair Decor Excellent Food Korean below $15 Excellent Service Short Drive Weekend Brunch 
00000382C,382C,Little Szechwan,Chicago,Chinese Good Decor Excellent Food Little Known But Well Liked Long Drive $15-$30 Excellent Service 
00000383C,383C,VA PENSIERO,Chicago,An Out Of The Way Find Creative Extraordinary Decor Extraordinary Food Italian Long Drive $30-$50 Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service 
00000384C,384C,Danilo's,Chicago,Cab Good Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service 
00000385C,385C,Thai Town,Chicago,Fair Decor Excellent Food below $15 Excellent Service Short Drive Thai Wheelchair Access 
00000386C,386C,Dragon Inn North,Chicago,Chinese Good Decor Excellent Food Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Excellent Service 
00000387C,387C,Anna Maria Pasteria,Chicago,Carry in Wine and Beer Good Decor Excellent Food Italian below $15 Excellent Service Short Drive Weekend Brunch 
00000388C,388C,Slice of Life,Chicago,After Hours Dining Good Decor Good Food Jewish Late Night Menu below $15 Relaxed Senior Scene Good Service Short Drive 
00000389C,389C,Paladino's,Chicago,Cab Good Decor Good Food For the Young and Young at Heart Italian $15-$30 Parking/Valet Pizza Place for Singles Good Service Weekend Brunch 
00000390C,390C,Santa Fe Tapas,Chicago,Creative Good Decor Excellent Food $15-$30 Good Service Short Drive Southwestern Tapas Weekend Brunch 
00000391C,391C,Glass Dome Hickory Pit,Chicago,Bar-B-Q Good Decor Excellent Food $15-$30 Parking/Valet Relaxed Senior Scene Good Service Short Drive Traditional Weekend Brunch 
00000392C,392C,Lucci's Pasta Facce Trattoria,Chicago,Business Scene Excellent Decor Excellent Food Italian Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Brunch 
00000393C,393C,Santorini,Chicago,After Hours Dining Cab Excellent Decor Excellent Food Greek Late Night Menu $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000394C,394C,Retreat,Chicago,American (New) Extraordinary Decor Excellent Food French (New) Long Drive $15-$30 Private Parties Private Rooms Available Quiet for Conversation Romantic Excellent Service Weekend Brunch 
00000395C,395C,Dish,Chicago,American (Regional) Good Decor Excellent Food $15-$30 Quirky Excellent Service Short Drive Up and Coming Weekend Brunch 
00000396C,396C,Miller's Pub,Chicago,After Hours Dining American (Traditional) Cab Good Decor Good Food Late Night Menu Open for Breakfast $15-$30 People Keep Coming Back Good Service Weekend Brunch 
00000397C,397C,Zofia's,Chicago,American (Traditional) Good Decor Excellent Food Long Drive below $15 Parking/Valet Polish Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Brunch 
00000398C,398C,Nancy's Original Stuffed Pizza,Chicago,After Hours Dining Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Late Night Menu No Reservations below $15 Pizza Good Service Weekend Brunch 
00000399C,399C,Courtyards of Plaka,Chicago,Authentic Cab Excellent Decor Excellent Food Greek $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000400C,400C,FRONTERA GRILL,Chicago,Authentic Cab Extraordinary Decor Dining Outdoors Near-perfect Food Hip Place To Be Mexican No Reservations $15-$30 Private Parties Private Rooms Available Extraordinary Service Weekend Brunch 
00000401C,401C,Thai Borrahn,Chicago,Buffet Dining Cab Excellent Decor Excellent Food $15-$30 Excellent Service Thai 
00000402C,402C,Centro,Chicago,Cab Excellent Decor Excellent Food Great for People Watching Hip Place To Be Italian $15-$30 Parking/Valet Power Brokers Excellent Service 
00000403C,403C,Next Door,Chicago,Good Decor Extraordinary Food Italian Long Drive $15-$30 Excellent Service 
00000404C,404C,Hau Giang,Chicago,Authentic Carry in Wine and Beer Poor Decor Excellent Food below $15 Good Service Short Drive Vietnamese 
00000405C,405C,Printer's Row,Chicago,American (New) Business Scene Cab Extraordinary Decor Extraordinary Food Fabulous Wine Lists Good Out of Town Business $30-$50 Private Parties Private Rooms Available Quiet for Conversation Extraordinary Service Very Busy - Reservations a Must 
00000406C,406C,Parrinello,Chicago,Cab Excellent Decor Extraordinary Food Italian $15-$30 Parking/Valet Quiet for Conversation Romantic Excellent Service Very Busy - Reservations a Must 
00000407C,407C,Wishbone,Chicago,Cajun Carry in Wine and Beer Creole Good Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids Hip Place To Be Open for Breakfast below $15 Parking/Valet Excellent Service Short Drive Soulfood Southern Traditional Weekend Brunch 
00000408C,408C,Zum Deutschen Eck,Chicago,Excellent Decor Dancing Entertainment Excellent Food German $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Short Drive Traditional Weekend Brunch 
00000409C,409C,Vinyl,Chicago,After Hours Dining American (New) Cab Good Decor Dancing Entertainment Good Food Hip Place To Be Late Night Menu $15-$30 Parking/Valet Place for Singles Private Parties Private Rooms Available Good Service Up and Coming Weekend Brunch 
00000410C,410C,King Crab Tavern & Seafood,Chicago,Cab Good Decor Dining Outdoors Excellent Food $15-$30 Parking/Valet Excellent Service Seafood Weekend Brunch 
00000411C,411C,La Majada,Chicago,Authentic Excellent Decor Dancing Entertainment Good Food Long Drive Mexican $15-$30 Excellent Service Weekend Brunch 
00000412C,412C,Betise,Chicago,An Out Of The Way Find Extraordinary Decor Excellent Food French (New) Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Walk Weekend Brunch 
00000413C,413C,Outback Steakhouse,Chicago,Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Steakhouses Weekend Brunch 
00000414C,414C,Wild Onion,Chicago,American (New) Creative Good Decor Excellent Food $15-$30 Excellent Service Short Drive Weekend Brunch 
00000415C,415C,Club Creole,Chicago,Cab Cajun Creole Good Decor Good Food $15-$30 Good Service 
00000416C,416C,Capriccio's,Chicago,Excellent Decor Excellent Food Italian Long Drive $15-$30 Excellent Service Weekend Brunch 
00000417C,417C,Charlie Chiang,Chicago,Chinese Good Decor Excellent Food Long Drive $15-$30 Parking/Valet Excellent Service 
00000418C,418C,PUMP ROOM,Chicago,American (New) Business Scene Cab Classic Hotel Dining Near-perfect Decor Dancing Entertainment Extraordinary Food Good Out of Town Business Need To Dress $30-$50 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Quiet for Conversation Romantic Extraordinary Service Traditional Very Busy - Reservations a Must 
00000419C,419C,Pazzo's Pizza & Pasta Kitchen,Chicago,Business Scene Cab Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000420C,420C,LaLO,Chicago,Good Decor Extraordinary Food For the Young and Young at Heart Little Known But Well Liked Mexican No Reservations $15-$30 Excellent Service Short Drive Weekend Brunch 
00000421C,421C,Brother Jimmy's BBQ,Chicago,Bar-B-Q Good Decor Good Food $15-$30 Parking/Valet Place for Singles Private Parties Private Rooms Available Pub Feel Good Service See the Game Short Drive Singles Scene Weekend Brunch 
00000422C,422C,Brasserie Bellevue,Chicago,Cab Classic Hotel Dining Excellent Decor Dining Outdoors Excellent Food French Bistro $15-$30 Parking/Valet Prix Fixe Menus Excellent Service Weekend Brunch 
00000423C,423C,Boston Blackie's,Chicago,Good Decor Excellent Food Hamburgers below $15 Parking/Valet Pub Feel Excellent Service See the Game Short Drive Singles Scene Traditional Weekend Brunch 
00000424C,424C,Del Debbio's,Chicago,Fair Decor Excellent Food Italian Long Drive $15-$30 Excellent Service 
00000425C,425C,Austin Koo's Mandarin,Chicago,Cab Chinese Good Decor Good Food $15-$30 Good Service 
00000426C,426C,LE FRANCAIS,Chicago,An Out Of The Way Find Business Scene Near-perfect Decor Near-perfect Food Fabulous Wine Lists French Game Hip Place To Be Long Drive Need To Dress over $50 Parking/Valet Power Brokers Pre-theater Dining Prix Fixe Menus Quiet for Conversation Romantic Near-perfect Service Very Busy - Reservations a Must 
00000427C,427C,Sixty-Five,Chicago,Chinese Fair Decor Delivery Available Excellent Food $15-$30 Parking/Valet Relaxed Senior Scene Good Service Short Drive Traditional Takeout Available Weekend Brunch Wheelchair Access 
00000428C,428C,Jackie's,Chicago,Asian Creative Excellent Decor Extraordinary Food French (New) Game Good Out of Town Business Need To Dress $30-$50 Pre-theater Dining Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service Short Drive Very Busy - Reservations a Must 
00000429C,429C,Greenery,Chicago,American (Regional) Creative Extraordinary Decor Extraordinary Food Game Little Known But Well Liked Long Drive $30-$50 Extraordinary Service 
00000430C,430C,Dellwood Pickle,Chicago,American (Traditional) Carry in Wine and Beer Fair Decor Delivery Available Eclectic Good Food Open for Breakfast below $15 Good Service Short Drive Takeout Available Weekend Brunch 
00000431C,431C,Merlot Joe's,Chicago,Good Decor Dining Outdoors Excellent Food French Bistro $15-$30 Parking/Valet Romantic Excellent Service Short Drive Weekend Brunch 
00000432C,432C,Roditys,Chicago,Authentic Cab Good Decor Excellent Food Greek $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000433C,433C,Stella d'Italia,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Quiet for Conversation Excellent Service Up and Coming Weekend Brunch 
00000434C,434C,Tuttaposto,Chicago,Creative Cab Excellent Decor Extraordinary Food Great Place to Meet for a Drink Mediterranean $15-$30 Parking/Valet Quiet for Conversation Excellent Service Weekend Brunch 
00000435C,435C,Hi Howe,Chicago,Chinese Fair Decor Excellent Food No Reservations below $15 Relaxed Senior Scene Good Service Short Drive 
00000436C,436C,La Fontanella,Chicago,Good Decor Excellent Food Italian $15-$30 Excellent Service Short Drive Traditional Weekend Brunch 
00000437C,437C,Retro Bistro,Chicago,Creative Excellent Decor Extraordinary Food French Bistro Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Quiet for Conversation Romantic Extraordinary Service 
00000438C,438C,Heartland Cafe,Chicago,Catering for Special Events Good Decor Dancing Delivery Available Dining Outdoors Entertainment Good Food Fine for Dining Alone Health Conscious Menus Health Food Open for Breakfast below $15 Good Service Short Drive Takeout Available Vegetarian Weekend Brunch 
00000439C,439C,Tony Spavone's,Chicago,Good Decor Dancing Entertainment Excellent Food Italian Long Drive $15-$30 Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000440C,440C,Basilico,Chicago,Good Decor Excellent Food Italian Long Drive $15-$30 Parking/Valet Quiet for Conversation Excellent Service 
00000441C,441C,Tania's,Chicago,After Hours Dining Cuban Excellent Decor Dancing Entertainment Excellent Food Late Night Menu $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000442C,442C,Mekong,Chicago,Good Decor Excellent Food below $15 Good Service Short Drive Vietnamese 
00000443C,443C,Best Hunan,Chicago,Chinese Excellent Decor Extraordinary Food Little Known But Well Liked Long Drive $15-$30 Parking/Valet Excellent Service 
00000444C,444C,Myron & Phil's,Chicago,Good Decor Extraordinary Food Jewish Long Drive No Reservations $15-$30 Excellent Service Seafood Steakhouses Traditional Weekend Brunch 
00000445C,445C,Campeche,Chicago,After Hours Dining Fair Decor Good Food Late Night Menu Mexican below $15 Good Service Short Drive Weekend Brunch 
00000446C,446C,Boulevard,Chicago,Business Scene Cab Classic Hotel Dining Continental Extraordinary Decor Excellent Food Good Out of Town Business Need To Dress $30-$50 Parking/Valet Romantic Extraordinary Service 
00000447C,447C,SEASONS,Chicago,American (New) Business Scene Creative Cab Classic Hotel Dining Near-perfect Decor Near-perfect Food Fabulous Wine Lists Game Good Out of Town Business Need To Dress $30-$50 Parking/Valet Prix Fixe Menus Near-perfect Service Very Busy - Reservations a Must 
00000448C,448C,Czech Plaza,Chicago,Czech Good Decor Excellent Food Long Drive No Reservations below $15 Excellent Service Weekend Brunch 
00000449C,449C,Twisted Lizard,Chicago,Good Decor Good Food For the Young and Young at Heart $15-$30 Good Service Short Drive Tex-Mex Weekend Brunch 
00000450C,450C,Bravissimo,Chicago,Business Scene Cab Excellent Decor Dining Outdoors Excellent Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000451C,451C,Angelina Ristorante,Chicago,Excellent Decor Excellent Food Italian No Reservations $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000452C,452C,Dancing Noodles Cafe,Chicago,Buffet Dining Good Decor Delivery Available Good Food Good for Younger Kids Italian Long Drive below $15 Parking/Valet People Keep Coming Back Good Service Takeout Available Weekend Brunch 
00000453C,453C,Club Lucky,Chicago,Excellent Decor Excellent Food Hip Place To Be Italian No Reservations $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
00000454C,454C,Tapas Barcelona,Chicago,Cab Good Decor Good Food $15-$30 Parking/Valet Place for Singles Private Parties Private Rooms Available Good Service Spanish Tapas Up and Coming Very Busy - Reservations a Must Weekend Brunch 
00000455C,455C,Poolgogi House,Chicago,Carry in Wine and Beer Good Decor Good Food Korean $15-$30 Relaxed Senior Scene Good Service Short Drive 
00000456C,456C,Cafe Phoenicia,Chicago,Good Decor Excellent Food Middle Eastern $15-$30 Relaxed Senior Scene Excellent Service Short Drive 
00000457C,457C,Stefani's,Chicago,Excellent Decor Dining Outdoors Excellent Food Italian $15-$30 Parking/Valet Pizza Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
00000458C,458C,Erie Cafe,Chicago,Business Scene Cab Excellent Decor Excellent Food Good Out of Town Business $30-$50 Parking/Valet Private Parties Private Rooms Available Excellent Service Steakhouses Up and Coming Weekend Brunch 
00000459C,459C,Little Europe,Chicago,Buffet Dining Excellent Decor Extraordinary Food Little Known But Well Liked below $15 Polish Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
00000460C,460C,Papagus Greek Taverna,Chicago,Business Scene Cab Classic Hotel Dining Extraordinary Decor Dining Outdoors Excellent Food Greek $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Very Busy - Reservations a Must Weekend Brunch 
00000461C,461C,Stetson's Chop House,Chicago,Business Scene Cab Classic Hotel Dining Excellent Decor Excellent Food Good Out of Town Business $30-$50 Parking/Valet Excellent Service Steakhouses 
00000462C,462C,Korean Restaurant,Chicago,After Hours Dining Buffet Dining Fair Decor Good Food Korean Late Night Menu below $15 Good Service Short Drive 
00000463C,463C,VINCI,Chicago,Extraordinary Decor Extraordinary Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Extraordinary Service Short Drive Weekend Brunch 
00000464C,464C,Giordano's,Chicago,Good Decor Excellent Food Good for Younger Kids below $15 Pizza Good Service Short Drive 
00000465C,465C,Celebrity Cafe,Chicago,Business Scene Cab Classic Hotel Dining Excellent Decor Eclectic Extraordinary Food $30-$50 Parking/Valet Excellent Service 
00000466C,466C,Carlucci,Chicago,Extraordinary Decor Dining Outdoors Extraordinary Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Extraordinary Service Short Drive Walk Weekend Brunch 
00000467C,467C,Don Juan's,Chicago,Good Decor Extraordinary Food Long Drive Mexican $15-$30 Excellent Service Weekend Brunch 
00000468C,468C,August Moon,Chicago,Carry in Wine and Beer Good Decor Excellent Food Indonesian below $15 Good Service Short Drive 
00000469C,469C,Ruth's Chris Steak House,Chicago,Business Scene Cab Excellent Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink $30-$50 Parking/Valet Extraordinary Service Steakhouses Very Busy - Reservations a Must 
00000470C,470C,Clara's Pasta di Casa,Chicago,Good Decor Good Food Italian Long Drive No Reservations $15-$30 Parking/Valet Relaxed Senior Scene Good Service 
00000471C,471C,Tokyo Marina,Chicago,Good Decor Excellent Food Japanese $15-$30 Parking/Valet Excellent Service Short Drive 
00000472C,472C,La Gondola,Chicago,Good Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000473C,473C,Singha,Chicago,Business Scene Cab Good Decor Excellent Food below $15 Good Service Thai 
