Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
1944,116N,JADE EAST,New Orleans,Chinese Good Decor Excellent Food Open on Mondays Open on Sundays below $15 Excellent Service Wheelchair Access 
1945,117N,LA PROVENCE,New Orleans,Extraordinary Decor Dining Outdoors Near-perfect Food French Classic Good Out of Town Business Need To Dress Open on Mondays Open on Sundays $30-$50 Private Rooms Available Romantic Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
1946,118N,LANDRY'S,New Orleans,Credit cards are not accepted Good Decor Down-Home Excellent Food Open on Mondays Open on Sundays below $15 Excellent Service 
1947,119N,G & E COURTYARD GRILL,New Orleans,Good Decor Dining Outdoors Good Food For the Young and Young at Heart Italian Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Romantic Good Service Up and Coming Wheelchair Access 
1948,120N,BON TON CAFE,New Orleans,An Historic Spot Excellent Decor Down-Home Creole Extraordinary Food For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays $15-$30 Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
1949,121N,ASIA GARDEN,New Orleans,Chinese Good Decor Good Food No Reservations Open on Mondays Open on Sundays below $15 Good Service 
1950,122N,PARASOL'S,New Orleans,Credit cards are not accepted Fair Decor Excellent Food For the Young and Young at Heart Hip Place To Be No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Private Rooms Available Quirky Good Service Takeout Available 
1951,123N,Crozier's,New Orleans,Excellent Decor Extraordinary Food French Bistro Good Out of Town Business Need To Dress $15-$30 Relaxed Senior Scene Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
1952,124N,Moran's (CLOSED),New Orleans,Extraordinary Decor Extraordinary Food Good Out of Town Business Italian Open on Mondays Open on Sundays $30-$50 Romantic Extraordinary Service Wheelchair Access 
1953,125N,Berdou's ``The Original'',New Orleans,Good Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids No Reservations $15-$30 Private Rooms Available Relaxed Senior Scene Excellent Service Seafood Takeout Available Wheelchair Access 
1954,126N,IMPASTATO'S,New Orleans,Excellent Decor Extraordinary Food Italian $15-$30 Private Rooms Available Excellent Service Wheelchair Access 
1955,127N,RIB ROOM,New Orleans,American Classic Hotel Dining Extraordinary Decor Entertainment Extraordinary Food Fine for Dining Alone Good Out of Town Business Great for People Watching Open for Breakfast Open on Mondays Open on Sundays $30-$50 Power Brokers Private Rooms Available Relaxed Senior Scene Extraordinary Service Very Busy - Reservations a Must 
1956,128N,BLUEBIRD CAFE,New Orleans,Credit cards are not accepted Good Decor Excellent Food Open for Breakfast Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Good Service 
1957,129N,COFFEE POT,New Orleans,Coffee Shops Excellent Decor Excellent Food Fine for Dining Alone Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Late Night Menu Open for Breakfast Open on Mondays Open on Sundays below $15 Good Service Takeout Available Wheelchair Access 
1958,130N,HOME PLATE INN,New Orleans,Credit cards are not accepted Fair Decor Good Food No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Quirky Good Service 
1959,131N,LITTLE TOKYO,New Orleans,Good Decor Extraordinary Food Japanese No Reservations Open on Mondays Open on Sundays $15-$30 Excellent Service 
1960,132N,MIKE'S ON THE AVENUE,New Orleans,Good Decor Good Food $15-$30 Good Service 
1961,133N,UGLESICH,New Orleans,Credit cards are not accepted Fair Decor Extraordinary Food No Reservations Open on Mondays Open on Sundays below $15 Quirky Good Service Seafood Takeout Available Wheelchair Access 
1962,134N,BRICK OVEN CAFE,New Orleans,Good Decor Good Food Italian $15-$30 Good Service 
1963,135N,MONA LISA,New Orleans,Good Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Italian Open on Mondays Open on Sundays below $15 Excellent Service Up and Coming 
1964,136N,Mandich,New Orleans,Good Decor Down-Home Creole Extraordinary Food No Reservations $15-$30 Quirky Excellent Service Wheelchair Access 
1965,137N,VIC'S KANGAROO CAFE,New Orleans,Good Decor Good Food $15-$30 Good Service 
1966,138N,BAYOU RIDGE CAFE,New Orleans,Continental Excellent Decor Extraordinary Food Fine for Dining Alone Great for People Watching Hip Place To Be No Reservations Open on Mondays Open on Sundays $15-$30 Pizza Power Brokers Excellent Service Up and Coming 
1967,139N,Constantin's (CLOSED),New Orleans,Creative Excellent Decor Dining Outdoors Extraordinary Food Game Haute New Orleans Hip Place To Be Open on Mondays Open on Sundays $15-$30 Extraordinary Service 
1968,140N,R & O PIZZA PLACE,New Orleans,Credit cards are not accepted Fair Decor Extraordinary Food For the Young and Young at Heart Game Good for Younger Kids Open on Mondays Open on Sundays Other Quick Food below $15 Pizza Po' Boys Excellent Service Up and Coming 
1969,141N,BRIGHT STAR,New Orleans,Fair Decor Down-Home Excellent Food For the Young and Young at Heart No Reservations Open for Breakfast Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available 
1970,142N,SAL & JUDY'S,New Orleans,Good Decor Near-perfect Food Italian Open on Mondays Open on Sundays $15-$30 Excellent Service 
1971,143N,BRUNING'S SEAFOOD RESTAURANT,New Orleans,An Historic Spot Good Decor Excellent Food No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Rooms Available Excellent Service Seafood Special Brunch Menu Takeout Available 
1972,144N,ROCKY & CARLOS,New Orleans,Credit cards are not accepted Fair Decor Excellent Food For the Young and Young at Heart Italian Late Night Menu No Reservations Open on Mondays Open on Sundays below $15 Quirky Good Service Takeout Available 
1973,145N,MIKE ANDERSON'S,New Orleans,Excellent Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Excellent Service Seafood Takeout Available 
1974,146N,VENEZIA,New Orleans,Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian No Reservations Open on Mondays Open on Sundays below $15 Pizza Private Parties Good Service Takeout Available Wheelchair Access 
1975,147N,FLAMBEAU'S FLAMIN' CHICKEN,New Orleans,Credit cards are not accepted Fair Decor Good Food For the Young and Young at Heart Good for Younger Kids No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Private Parties Good Service Takeout Available 
1976,148N,THAI PEPPER CAFE,New Orleans,Good Decor Good Food $15-$30 Good Service Thai 
1977,149N,COPELAND'S,New Orleans,Cajun Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Late Night Menu No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Excellent Service Special Brunch Menu Takeout Available Wheelchair Access 
1978,150N,DANTE STREET DELI,New Orleans,Good Decor Deli Dining Outdoors Excellent Food For the Young and Young at Heart Health Conscious Menus No Reservations Open on Mondays Open on Sundays below $15 Good Service Special Brunch Menu Wheelchair Access 
1979,151N,Seb's (CLOSED),New Orleans,Continental Extraordinary Decor Entertainment Extraordinary Food Good Out of Town Business Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Special Brunch Menu Wheelchair Access 
1980,152N,CHEHARDY'S,New Orleans,Continental Excellent Decor Excellent Food Good Out of Town Business Open on Mondays Open on Sundays $15-$30 Power Brokers Relaxed Senior Scene Excellent Service Up and Coming Wheelchair Access 
1981,153N,CUCO'S,New Orleans,Good Decor Good Food For the Young and Young at Heart Mexican No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Excellent Service Takeout Available Wheelchair Access 
1982,154N,JOEY K'S,New Orleans,Good Decor Down-Home Creole Good Food For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays below $15 Private Parties Excellent Service Traditional Takeout Available Wheelchair Access 
1983,155N,MR. B'S,New Orleans,Extraordinary Decor Entertainment Extraordinary Food Fine for Dining Alone Good Out of Town Business Great for People Watching Haute New Orleans Open on Mondays Open on Sundays $15-$30 Place for Singles Power Brokers Extraordinary Service Special Brunch Menu Very Busy - Reservations a Must Weekend Jazz Brunch 
1984,156N,NEW YORK PIZZA,New Orleans,Credit cards are not accepted Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids No Reservations Open on Mondays Open on Sundays below $15 Pizza Place for Singles Good Service Takeout Available 
1985,157N,OAK ALLEY PLANTATION,New Orleans,An Historic Spot Cajun Excellent Decor Good Food Open on Mondays Open on Sundays $15-$30 Private Rooms Available Good Service 
1986,158N,CHART HOUSE,New Orleans,American An Historic Spot Extraordinary Decor Dining Outdoors Excellent Food Fine for Dining Alone For the Young and Young at Heart Late Night Menu No Reservations Open on Mondays Open on Sundays Oyster Bars $15-$30 Excellent Service Takeout Available 
1987,159N,BETSY'S PANCAKE HOUSE,New Orleans,Good Decor Excellent Food Open for Breakfast Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Private Parties Good Service Takeout Available Up and Coming Wheelchair Access 
1988,160N,KOLB'S GERMAN RESTAURANT,New Orleans,An Historic Spot Excellent Decor Entertainment Good Food Game German Good for Younger Kids No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Excellent Service Wheelchair Access 
1989,161N,FITZGERALD'S,New Orleans,Good Decor Good Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids No Reservations Open on Mondays Open on Sundays Oyster Bars $15-$30 Place for Singles Private Rooms Available Good Service Seafood Takeout Available Wheelchair Access 
1990,162N,THE DAKOTA,New Orleans,Good Decor Good Food Haute New Orleans $15-$30 Good Service 
1991,163N,Castillo's,New Orleans,Good Decor Excellent Food below $15 Good Service 
1992,164N,RALPH & KACOO'S,New Orleans,An Historic Spot Cajun Excellent Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids Health Conscious Menus No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Rooms Available Excellent Service Takeout Available 
1993,165N,SERIO'S,New Orleans,Credit cards are not accepted Fair Decor Good Food Fine for Dining Alone For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Place for Singles Po' Boys Power Brokers Good Service Traditional Takeout Available Wheelchair Access 
1994,166N,DI PIAZZA'S,New Orleans,Good Decor Good Food Great for People Watching Hip Place To Be Italian Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Private Rooms Available Good Service Takeout Available Very Busy - Reservations a Must Wheelchair Access 
1995,167N,LEE'S HAMBURGERS,New Orleans,Credit cards are not accepted Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Hamburgers Open on Mondays Open on Sundays below $15 Good Service 
1996,168N,Sharkey's Reef,New Orleans,American Excellent Decor Dancing Good Food For the Young and Young at Heart Good for Younger Kids No Reservations $15-$30 Private Parties Good Service Takeout Available 
1997,169N,LOUISIANA PIZZA KITCHEN,New Orleans,Excellent Decor Extraordinary Food For the Young and Young at Heart French Bistro Open on Mondays Open on Sundays below $15 Pizza Excellent Service 
1998,170N,STEAK KNIFE,New Orleans,Excellent Decor Extraordinary Food Open on Mondays Open on Sundays $15-$30 Excellent Service Steakhouses Takeout Available 
1999,171N,PEKING DUCK HOUSE,New Orleans,Chinese Good Decor Good Food $15-$30 Good Service 
2000,172N,CHARLIE'S DELICATESSEN,New Orleans,Credit cards are not accepted Fair Decor Deli Excellent Food Open on Mondays Open on Sundays below $15 Good Service 
2001,173N,Harold's Texas Barbecue,New Orleans,Fair Decor Excellent Food below $15 Good Service 
2002,174N,BRENNAN'S RESTAURANT,New Orleans,An Historic Spot Extraordinary Decor Dining Outdoors Extraordinary Food Fabulous Wine Lists Good Out of Town Business Great for People Watching Haute Creole Open for Breakfast Open on Mondays Open on Sundays $30-$50 Power Brokers Private Rooms Available Romantic Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
2003,175N,MICHAUL'S LIVE CAJUN MUSIC RESTAURANT,New Orleans,Cajun Good Decor Dancing Entertainment Fair Food For the Young and Young at Heart Open on Mondays Open on Sundays below $15 Place for Singles Private Rooms Available Good Service Takeout Available Up and Coming Wheelchair Access 
2004,176N,UPPERLINE,New Orleans,Creative Excellent Decor Extraordinary Food Game Haute New Orleans Open on Mondays Open on Sundays $15-$30 Private Rooms Available Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
2005,177N,ANGELO BROCATO,New Orleans,Coffee Shops Credit cards are not accepted Good Decor Extraordinary Food Focus on Dessert Fountain and Ice Cream Open on Mondays Open on Sundays below $15 Quirky Excellent Service Takeout Available Wheelchair Access 
2006,178N,LA TAZZA,New Orleans,Coffee Shops Credit cards are not accepted Good Decor Good Food $15-$30 Good Service 
2007,179N,Charlie's Steak House,New Orleans,Fair Decor Excellent Food No Reservations $15-$30 Excellent Service Steakhouses Takeout Available Wheelchair Access 
2008,180N,La Cucaracha Cafe,New Orleans,Good Decor Excellent Food $15-$30 Excellent Service Southwestern 
2009,181N,CAFE DEGAS,New Orleans,Excellent Decor Dining Outdoors Excellent Food For the Young and Young at Heart French Bistro Game No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Excellent Service Special Brunch Menu Takeout Available 
2010,182N,Olivier's,New Orleans,Fair Decor Down-Home Creole Good Food For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Good Service Takeout Available Wheelchair Access 
2011,183N,MOSCA'S,New Orleans,Credit cards are not accepted Fair Decor Extraordinary Food Italian No Reservations $15-$30 Quirky Excellent Service Very Busy - Reservations a Must 
2012,184N,Popeyes,New Orleans,Credit cards are not accepted Fair Decor Excellent Food below $15 Good Service 
2013,185N,CAFE ISTANBUL,New Orleans,Good Decor Dancing Good Food For the Young and Young at Heart Late Night Menu Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Quirky Good Service Takeout Available Turkish Up and Coming 
2014,186N,METROPOLIS CAFE,New Orleans,American Creative Classic Hotel Dining Continental Excellent Decor Excellent Food For the Young and Young at Heart Open on Mondays Open on Sundays below $15 Place for Singles Private Parties Good Service Takeout Available Up and Coming Wheelchair Access 
2015,187N,RICK'S PANCAKE COTTAGE,New Orleans,Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Open for Breakfast Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Good Service Traditional Takeout Available 
2016,188N,CROISSANT D'OR PATISSERIE,New Orleans,Coffee Shops Credit cards are not accepted Excellent Decor Dining Outdoors Extraordinary Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream No Reservations Open on Mondays Open on Sundays below $15 Good Service Takeout Available Wheelchair Access 
2017,189N,"828 Gravier St. (bet. Baronne & Carondelet Sts.), 522-8198",New Orleans,Good Decor Good Food $15-$30 Good Service 
2018,190N,BACK TO THE GARDEN,New Orleans,Credit cards are not accepted Fair Decor Excellent Food Health Conscious Menus Health Food No Reservations Open on Mondays Open on Sundays below $15 Good Service Takeout Available Wheelchair Access 
2019,191N,CAFE SAVANNA,New Orleans,Good Decor Dining Outdoors Down-Home Excellent Food For the Young and Young at Heart Game No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Excellent Service Special Brunch Menu Takeout Available 
2020,192N,Miss Ruby's (CLOSED),New Orleans,Fair Decor Down-Home Creole Excellent Food Open on Mondays Open on Sundays below $15 Good Service 
2021,193N,ALLEN JAEGER'S,New Orleans,Fair Decor Good Food Fine for Dining Alone For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays Oyster Bars below $15 Private Rooms Available Good Service Seafood Takeout Available Wheelchair Access 
2022,194N,PEPPERMILL,New Orleans,Excellent Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Italian No Reservations Open on Mondays Open on Sundays $15-$30 Relaxed Senior Scene Excellent Service Special Brunch Menu Takeout Available Wheelchair Access 
2023,195N,ALTAMIRA,New Orleans,Excellent Decor Entertainment Excellent Food Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Quirky Excellent Service Spanish Takeout Available Up and Coming Wheelchair Access 
2024,196N,DECATUR HOUSE,New Orleans,Good Decor Down-Home Creole Good Food $15-$30 Good Service 
2025,197N,Cajun Cabin,New Orleans,Cajun Excellent Decor Dancing Entertainment Excellent Food Open on Mondays Open on Sundays below $15 Excellent Service 
2026,198N,GALATOIRE'S,New Orleans,An Historic Spot Credit cards are not accepted Extraordinary Decor Near-perfect Food Good Out of Town Business Great for People Watching Haute Creole Hip Place To Be Need To Dress No Reservations Open on Mondays Open on Sundays $15-$30 Power Brokers Extraordinary Service Wheelchair Access 
2027,199N,BELLA LUNA,New Orleans,Good Decor Good Food Haute Creole $15-$30 Good Service 
2028,200N,BAILEY'S,New Orleans,American Classic Hotel Dining Excellent Decor Good Food For the Young and Young at Heart Health Conscious Menus Late Night Menu No Reservations Open for Breakfast Open on Mondays Open on Sundays $15-$30 Good Service Takeout Available Wheelchair Access 
2029,201N,ELENI,New Orleans,Good Decor Good Food Greek $15-$30 Good Service 
2030,202N,HONFLEUR,New Orleans,Good Decor Good Food Haute Creole Haute New Orleans $15-$30 Good Service 
2031,203N,Giorgio's (CLOSED),New Orleans,Extraordinary Decor Extraordinary Food Italian Open on Mondays Open on Sundays $15-$30 Extraordinary Service Takeout Available Up and Coming Wheelchair Access 
2032,204N,Ruby Red's (CLOSED),New Orleans,Good Decor Excellent Food For the Young and Young at Heart Hamburgers Late Night Menu No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Quirky Good Service Takeout Available Wheelchair Access 
2033,205N,TANDOOR,New Orleans,Good Decor Excellent Food Indian Open on Mondays Open on Sundays $15-$30 Good Service Up and Coming 
2034,206N,MUMFREY'S,New Orleans,Credit cards are not accepted Fair Decor Excellent Food Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Good Service 
2035,207N,LA CREPE NANOU,New Orleans,Excellent Decor Entertainment Excellent Food French Bistro Health Conscious Menus No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Wheelchair Access 
2036,208N,Los Toros,New Orleans,Fair Decor Excellent Food Mexican No Reservations $15-$30 Excellent Service Wheelchair Access 
2037,209N,Schweickhardt's (CLOSED),New Orleans,Good Decor Extraordinary Food For the Young and Young at Heart No Reservations Other Quick Food below $15 Place for Singles Po' Boys Quirky Excellent Service Takeout Available 
2038,210N,VISKO'S,New Orleans,Good Decor Dining Outdoors Excellent Food No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Private Rooms Available Excellent Service Seafood Wheelchair Access 
2039,211N,Nuvolari's (CLOSED),New Orleans,Extraordinary Decor Excellent Food Italian Open on Mondays Open on Sundays $15-$30 Excellent Service Wheelchair Access 
2040,212N,CAFE ATCHAFALAYA,New Orleans,Good Decor Down-Home Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2041,213N,CASA GARCIA,New Orleans,Cuban Excellent Decor Dining Outdoors Excellent Food Open on Mondays Open on Sundays below $15 Excellent Service Special Brunch Menu Takeout Available 
2042,214N,NORBY'S,New Orleans,Credit cards are not accepted Fair Decor Excellent Food No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Private Parties Good Service Takeout Available Wheelchair Access 
2043,215N,ROSY'S,New Orleans,Good Decor Good Food Haute Creole Haute New Orleans $15-$30 Good Service 
2044,216N,MR. GYROS,New Orleans,Fair Decor Excellent Food For the Young and Young at Heart Greek No Reservations Open on Mondays Open on Sundays below $15 Good Service Takeout Available 
2045,217N,Mom's Cafe,New Orleans,American Good Decor Good Food Good for Younger Kids Open on Mondays Open on Sundays below $15 Good Service Takeout Available Up and Coming Wheelchair Access 
2046,218N,TAVERN ON THE PARK,New Orleans,American An Historic Spot Extraordinary Decor Dining Outdoors Excellent Food Game Great for People Watching No Reservations Open on Mondays Open on Sundays $15-$30 Power Brokers Private Rooms Available Excellent Service Special Brunch Menu Wheelchair Access 
2047,219N,MAMA IGOR'S,New Orleans,Good Decor Excellent Food For the Young and Young at Heart Italian No Reservations Open on Mondays Open on Sundays $15-$30 Good Service Takeout Available Wheelchair Access 
2048,220N,Gambrill's (CLOSED),New Orleans,Creative Excellent Decor Extraordinary Food Haute New Orleans Open on Mondays Open on Sundays $15-$30 Private Rooms Available Excellent Service 
2049,221N,ACME OYSTER HOUSE,New Orleans,An Historic Spot Fair Decor Excellent Food Fine for Dining Alone No Reservations Open on Mondays Open on Sundays Oyster Bars below $15 Good Service Traditional Takeout Available Wheelchair Access 
2050,222N,CENTRAL GROCERY,New Orleans,An Historic Spot Credit cards are not accepted Good Decor Extraordinary Food Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Quirky Good Service Takeout Available 
2051,223N,PASCAL'S MANALE,New Orleans,Good Decor Excellent Food Fine for Dining Alone Italian Open on Mondays Open on Sundays $15-$30 Private Parties Relaxed Senior Scene Excellent Service Wheelchair Access 
2052,224N,Princess Monaco's Garden Cafe (CLOSED),New Orleans,An Historic Spot Excellent Decor Dining Outdoors Good Food Open on Mondays Open on Sundays $15-$30 Romantic Good Service Up and Coming 
2053,225N,LA RIVIERA,New Orleans,Excellent Decor Extraordinary Food For the Young and Young at Heart Game Good Out of Town Business Italian No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Relaxed Senior Scene Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
2054,226N,MID-CITY LANES & SPORTS PALACE,New Orleans,Good Decor Dancing Entertainment Good Food Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Quirky Excellent Service 
2055,227N,VERANDA,New Orleans,Classic Hotel Dining Continental Extraordinary Decor Entertainment Extraordinary Food Fine for Dining Alone Health Conscious Menus Open for Breakfast Open on Mondays Open on Sundays $15-$30 Excellent Service Special Brunch Menu Weekend Jazz Brunch 
2056,228N,BISTRO AT MAISON DE VILLE,New Orleans,Extraordinary Decor Near-perfect Food $15-$30 Extraordinary Service 
2057,229N,Jack Dempsey's,New Orleans,Good Decor Extraordinary Food below $15 Excellent Service Seafood 
2058,230N,OLD CALCUTTA,New Orleans,An Historic Spot Good Decor Dining Outdoors Good Food Game Italian No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Good Service Wheelchair Access 
2059,231N,Peristyle,New Orleans,Continental Good Decor Good Food $15-$30 Good Service 
2060,232N,FIVE HAPPINESS,New Orleans,Chinese Excellent Decor Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Excellent Service Wheelchair Access 
2061,233N,STREETCAR SANDWICHES,New Orleans,Credit cards are not accepted Fair Decor Dining Outdoors Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids Late Night Menu No Reservations Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Good Service Takeout Available 
2062,234N,Mama Rosa's,New Orleans,Fair Decor Excellent Food Italian Late Night Menu No Reservations below $15 Pizza Private Parties Good Service Takeout Available 
2063,235N,CAFE BAQUET,New Orleans,Credit cards are not accepted Good Decor Good Food No Reservations Open on Mondays Open on Sundays $15-$30 Good Service Soul Food Special Brunch Menu Takeout Available Wheelchair Access 
2064,236N,LIUZZA'S,New Orleans,Credit cards are not accepted Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian No Reservations Open on Mondays Open on Sundays below $15 Excellent Service Wheelchair Access 
2065,237N,PALMER'S,New Orleans,Good Decor Good Food Jamaican Open on Mondays Open on Sundays $15-$30 Quirky Good Service Takeout Available Up and Coming Wheelchair Access 
2066,238N,SID-MAR'S,New Orleans,Good Decor Excellent Food For the Young and Young at Heart Open on Mondays Open on Sundays below $15 Quirky Excellent Service Seafood Takeout Available 
2067,239N,DRAGON'S GARDEN,New Orleans,Chinese Good Decor Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2068,240N,Annadele Plantation (CLOSED),New Orleans,An Historic Spot Extraordinary Decor Dining Outdoors Excellent Food Game Haute Creole No Reservations Open on Mondays Open on Sundays $15-$30 Romantic Excellent Service Special Brunch Menu Wheelchair Access 
2069,241N,STEPHEN & MARTIN,New Orleans,Continental Excellent Decor Excellent Food For the Young and Young at Heart Game Open on Mondays Open on Sundays $15-$30 Place for Singles Relaxed Senior Scene Excellent Service Special Brunch Menu Takeout Available 
2070,242N,MASSON'S,New Orleans,Continental Excellent Decor Excellent Food Open on Mondays Open on Sundays $15-$30 Private Rooms Available Relaxed Senior Scene Excellent Service 
2071,243N,TUJAGUE'S,New Orleans,Excellent Decor Down-Home Creole Excellent Food Fine for Dining Alone For the Young and Young at Heart Game No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Relaxed Senior Scene Excellent Service Traditional Takeout Available 
2072,244N,MAXIMO'S,New Orleans,An Historic Spot Extraordinary Decor Excellent Food Hip Place To Be Italian Late Night Menu Open on Mondays Open on Sundays $15-$30 Place for Singles Excellent Service Up and Coming 
2073,245N,QUARTER SCENE,New Orleans,Good Decor Down-Home Good Food Late Night Menu No Reservations Open for Breakfast Open on Mondays Open on Sundays below $15 Good Service Takeout Available 
2074,246N,CAFE ROMA,New Orleans,Good Decor Good Food For the Young and Young at Heart Italian Late Night Menu Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Quirky Romantic Good Service Up and Coming Wheelchair Access 
2075,247N,Peking,New Orleans,Chinese Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids No Reservations Open on Mondays Open on Sundays $15-$30 Excellent Service Takeout Available Wheelchair Access 
2076,248N,TU-DOC,New Orleans,Good Decor Good Food Open on Mondays Open on Sundays $15-$30 Quirky Good Service Up and Coming Vietnamese 
2077,249N,FELIX'S OYSTER BAR,New Orleans,Good Decor Excellent Food Fine for Dining Alone Late Night Menu No Reservations Open on Mondays Open on Sundays Oyster Bars below $15 Good Service Wheelchair Access 
2078,250N,PEARL OYSTER BAR,New Orleans,Fair Decor Good Food Fine for Dining Alone For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays Oyster Bars below $15 Good Service Takeout Available Wheelchair Access 
2079,251N,MAIS OUI,New Orleans,Credit cards are not accepted Fair Decor Down-Home Creole Good Food For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available 
2080,252N,EL LIBORIO,New Orleans,Authentic Cuban Fair Decor Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Good Service Wheelchair Access 
2081,253N,Deanie's on Haynes,New Orleans,Fair Decor Excellent Food below $15 Good Service 
2082,254N,MANDINA'S,New Orleans,Credit cards are not accepted Good Decor Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Quirky Relaxed Senior Scene Excellent Service Seafood Takeout Available 
2083,255N,FEELINGS CAFE,New Orleans,An Historic Spot Continental Extraordinary Decor Dining Outdoors Entertainment Extraordinary Food Open on Mondays Open on Sundays $15-$30 Quirky Excellent Service Special Brunch Menu 
2084,256N,LUTHER'S BBQ,New Orleans,Bar-B-Q Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Open on Mondays Open on Sundays below $15 Private Parties Good Service Takeout Available Wheelchair Access 
2085,257N,ALBERTO'S,New Orleans,Credit cards are not accepted Good Decor Extraordinary Food For the Young and Young at Heart Italian No Reservations Open on Mondays Open on Sundays $15-$30 Quirky Excellent Service Up and Coming 
2086,258N,Eat No Evil (CLOSED),New Orleans,Fair Decor Excellent Food Health Conscious Menus Health Food No Reservations Open on Mondays Open on Sundays below $15 Good Service Takeout Available Wheelchair Access 
2087,259N,TAJ MAHAL,New Orleans,Good Decor Good Food Indian $15-$30 Good Service 
2088,260N,PASTORE'S,New Orleans,Excellent Decor Excellent Food Italian No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service 
2089,261N,BUD'S BROILER,New Orleans,Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Open on Mondays Open on Sundays Other Quick Food below $15 Po' Boys Good Service 
2090,262N,SUPER POPEYES,New Orleans,Good Decor Excellent Food Open on Mondays Open on Sundays Other Quick Food below $15 Place for Singles Po' Boys Good Service Takeout Available 
